exit_id,employee_id,exit_date,exit_type,exit_reason,rehire_eligible,exit_interview_score,comments
400050,100237,2024-03-19,Voluntary,Career Growth,True,4.0,Employee reported limited advancement opportunities.
400051,100244,2026-03-04,Voluntary,Personal Reasons,True,2.0,Employee left for personal or family reasons.
400052,100249,2023-02-19,Voluntary,Workload,True,4.0,Employee described workload pressure and burnout risk.
400053,100250,2015-06-06,Voluntary,Career Growth,True,3.0,Employee reported limited advancement opportunities.
400054,100253,2023-09-20,Voluntary,Workload,True,6.0,Employee described workload pressure and burnout risk.
400055,100255,2025-08-15,Voluntary,Poor Culture Fit,True,6.0,Employee felt the culture did not match expectations.
400056,100257,2025-09-20,Voluntary,Better Compensation,True,3.0,Employee cited stronger pay package from another employer.
400057,100259,2026-04-01,Voluntary,Workload,True,4.0,Employee described workload pressure and burnout risk.
400058,100263,2023-10-01,Voluntary,Manager Relationship,True,3.0,Employee mentioned lack of manager support and communication.
400059,100265,2025-08-25,Voluntary,Manager Relationship,True,1.0,Employee mentioned lack of manager support and communication.
400060,100273,2023-05-05,Voluntary,Manager Relationship,True,5.0,Employee mentioned lack of manager support and communication.
400061,100276,2026-11-01,Voluntary,Better Compensation,True,3.0,Employee cited stronger pay package from another employer.
400062,100278,2023-01-18,Voluntary,Career Growth,True,3.0,Employee reported limited advancement opportunities.
400063,100283,2026-03-05,Voluntary,Better Compensation,True,1.0,Employee cited stronger pay package from another employer.
400064,100288,2023-06-30,Voluntary,Workload,True,3.0,Employee described workload pressure and burnout risk.
400065,100300,2024-02-18,Voluntary,Better Compensation,True,4.0,Employee cited stronger pay package from another employer.
400066,100303,2023-10-05,Voluntary,Better Compensation,True,1.0,Employee cited stronger pay package from another employer.
400067,100306,2020-12-30,Voluntary,Workload,True,5.0,Employee described workload pressure and burnout risk.
400068,100308,2024-08-04,Voluntary,Career Growth,True,,Employee reported limited advancement opportunities.
400069,100310,2022-05-13,Involuntary,Performance Termination,False,5.0,Employment ended due to sustained performance issues.
400070,100313,2025-10-23,Voluntary,Workload,True,3.0,Employee described workload pressure and burnout risk.
400071,100321,2024-08-25,Voluntary,Career Growth,True,2.0,Employee reported limited advancement opportunities.
400072,100322,,Voluntary,Career Growth,True,3.0,Employee reported limited advancement opportunities.
400073,100324,2025-06-29,Involuntary,Performance Termination,False,2.0,Employment ended due to sustained performance issues.
400074,100330,2023-10-11,Voluntary,Better Compensation,True,,Employee cited stronger pay package from another employer.
400075,100335,2025-05-12,Voluntary,Better Compensation,True,2.0,Employee cited stronger pay package from another employer.
400076,100339,2020-11-17,Voluntary,Personal Reasons,True,5.0,Employee left for personal or family reasons.
400077,100342,2021-07-28,Voluntary,Workload,True,4.0,Employee described workload pressure and burnout risk.
400078,100346,2022-11-15,Voluntary,Workload,True,3.0,Employee described workload pressure and burnout risk.
400079,100351,2018-03-26,Voluntary,Manager Relationship,True,4.0,Employee mentioned lack of manager support and communication.
400080,100353,2024-04-01,Voluntary,Poor Culture Fit,True,5.0,Employee felt the culture did not match expectations.
400081,100355,2023-11-11,Voluntary,Better Compensation,True,1.0,Employee cited stronger pay package from another employer.
400082,100358,2020-12-22,Voluntary,Career Growth,True,2.0,Employee reported limited advancement opportunities.
400083,100360,2025-07-13,Voluntary,Poor Culture Fit,True,,Employee felt the culture did not match expectations.
400084,100361,2025-08-09,Involuntary,Performance Termination,False,4.0,Employment ended due to sustained performance issues.
400085,100370,2026-03-02,Voluntary,Personal Reasons,True,3.0,Employee left for personal or family reasons.
400086,100380,2025-05-18,Voluntary,Career Growth,True,4.0,Employee reported limited advancement opportunities.
400087,100399,2023-05-24,Voluntary,Career Growth,True,2.0,Employee reported limited advancement opportunities.
400088,100407,2025-03-04,Voluntary,Better Compensation,True,1.0,Employee cited stronger pay package from another employer.
400089,100410,2024-02-22,Voluntary,Better Compensation,True,1.0,Employee cited stronger pay package from another employer.
400090,100411,2023-07-01,Voluntary,Personal Reasons,True,3.0,Employee left for personal or family reasons.
400091,100417,2025-10-20,Voluntary,Better Compensation,True,3.0,Employee cited stronger pay package from another employer.
400092,100424,2021-01-06,Voluntary,Personal Reasons,True,5.0,Employee left for personal or family reasons.
400093,100438,2023-10-13,Voluntary,Better Compensation,True,1.0,Employee cited stronger pay package from another employer.
400094,100442,2021-03-18,Involuntary,Performance Termination,False,4.0,Employment ended due to sustained performance issues.
400095,100446,2021-06-06,Voluntary,Better Compensation,True,2.0,Employee cited stronger pay package from another employer.
400096,100451,2025-08-19,Voluntary,Better Compensation,True,6.0,Employee cited stronger pay package from another employer.
400097,100456,2024-07-29,Voluntary,Better Compensation,True,2.0,Employee cited stronger pay package from another employer.
400098,100460,2020-08-20,Voluntary,Poor Culture Fit,True,,Employee felt the culture did not match expectations.
400099,100461,2025-07-18,Voluntary,Relocation,True,5.0,Employee moved to another city or country.
400100,100467,2025-01-13,Voluntary,Personal Reasons,True,1.0,Employee left for personal or family reasons.
400101,100471,2023-03-27,Voluntary,Career Growth,True,4.0,Employee reported limited advancement opportunities.
400102,100475,2023-01-16,Voluntary,Better Compensation,True,3.0,Employee cited stronger pay package from another employer.
400103,100480,2024-06-16,Voluntary,Personal Reasons,True,4.0,Employee left for personal or family reasons.
400104,100488,2020-11-05,Voluntary,Poor Culture Fit,True,1.0,Employee felt the culture did not match expectations.
400105,100489,2022-12-16,Voluntary,Relocation,True,5.0,Employee moved to another city or country.
400106,100493,2025-09-14,Voluntary,Better Compensation,True,3.0,Employee cited stronger pay package from another employer.
400107,100502,2021-06-21,Voluntary,Workload,True,2.0,Employee described workload pressure and burnout risk.
400108,100511,2020-04-08,Voluntary,Manager Relationship,True,,Employee mentioned lack of manager support and communication.
400109,100514,2018-10-04,Voluntary,Relocation,True,1.0,Employee moved to another city or country.
400110,100518,2023-02-26,Voluntary,Manager Relationship,True,1.0,Employee mentioned lack of manager support and communication.
400111,100525,2024-02-08,Voluntary,Career Growth,True,4.0,Employee reported limited advancement opportunities.
400112,100536,2024-09-02,Involuntary,Performance Termination,False,2.0,Employment ended due to sustained performance issues.
400113,100538,2018-10-03,Voluntary,Personal Reasons,True,4.0,Employee left for personal or family reasons.
400114,100543,2026-01-31,Voluntary,Manager Relationship,True,2.0,Employee mentioned lack of manager support and communication.
400115,100548,2019-02-21,Voluntary,Career Growth,True,4.0,Employee reported limited advancement opportunities.
400116,100554,2026-02-13,Voluntary,Manager Relationship,True,2.0,Employee mentioned lack of manager support and communication.
400117,100567,2025-08-08,Voluntary,Career Growth,True,1.0,Employee reported limited advancement opportunities.
400118,100573,2023-12-04,Voluntary,Personal Reasons,True,,Employee left for personal or family reasons.
400119,100576,2022-01-07,Voluntary,Poor Culture Fit,True,3.0,Employee felt the culture did not match expectations.
400120,100578,2022-04-11,Involuntary,Performance Termination,False,3.0,Employment ended due to sustained performance issues.
400121,100580,2019-06-27,Voluntary,Personal Reasons,True,1.0,Employee left for personal or family reasons.
400122,100584,2022-03-16,Voluntary,Relocation,True,4.0,Employee moved to another city or country.
400123,100591,2025-09-21,Voluntary,Career Growth,True,2.0,Employee reported limited advancement opportunities.
400124,100610,2025-04-20,Voluntary,Better Compensation,True,2.0,Employee cited stronger pay package from another employer.
400125,100614,2021-12-21,Involuntary,Performance Termination,False,1.0,Employment ended due to sustained performance issues.
400126,100621,2022-07-02,Voluntary,Poor Culture Fit,True,2.0,Employee felt the culture did not match expectations.
400127,100622,2025-04-18,Involuntary,Performance Termination,False,5.0,Employment ended due to sustained performance issues.
400128,100626,2023-06-06,Voluntary,Better Compensation,True,4.0,Employee cited stronger pay package from another employer.
400129,100633,2026-01-25,Voluntary,Career Growth,True,1.0,Employee reported limited advancement opportunities.
400130,100638,2026-03-17,Voluntary,Better Compensation,True,2.0,Employee cited stronger pay package from another employer.
400131,100644,2023-07-26,Voluntary,Poor Culture Fit,True,3.0,Employee felt the culture did not match expectations.
400132,100648,2022-09-06,Voluntary,Manager Relationship,True,5.0,Employee mentioned lack of manager support and communication.
400133,100650,2025-11-18,Involuntary,Performance Termination,False,,Employment ended due to sustained performance issues.
400134,100655,2017-10-21,Voluntary,Better Compensation,True,3.0,Employee cited stronger pay package from another employer.
400135,100657,2025-11-01,Voluntary,Career Growth,True,2.0,Employee reported limited advancement opportunities.
400136,100658,2022-03-07,Voluntary,Workload,True,1.0,Employee described workload pressure and burnout risk.
400137,100666,2023-04-12,Voluntary,Personal Reasons,True,3.0,Employee left for personal or family reasons.
400138,100668,2026-03-20,Voluntary,Better Compensation,True,3.0,Employee cited stronger pay package from another employer.
400139,100669,2024-07-25,Voluntary,Personal Reasons,True,3.0,Employee left for personal or family reasons.
400140,100672,2024-09-14,Involuntary,Performance Termination,False,1.0,Employment ended due to sustained performance issues.
400141,100674,2025-11-25,Involuntary,Performance Termination,False,1.0,Employment ended due to sustained performance issues.
400142,100680,2023-11-13,Voluntary,Career Growth,True,2.0,Employee reported limited advancement opportunities.
400143,100689,2025-11-01,Voluntary,Poor Culture Fit,True,2.0,Employee felt the culture did not match expectations.
400144,100695,2025-02-24,Voluntary,Better Compensation,True,1.0,Employee cited stronger pay package from another employer.
400145,100708,2026-01-01,Voluntary,Career Growth,True,4.0,Employee reported limited advancement opportunities.
400146,100714,2019-12-10,Voluntary,Personal Reasons,True,3.0,Employee left for personal or family reasons.
400147,100715,2020-05-08,Voluntary,Poor Culture Fit,True,1.0,Employee felt the culture did not match expectations.
400148,100721,2026-03-24,Involuntary,Performance Termination,False,3.0,Employment ended due to sustained performance issues.
400149,100725,2026-03-02,Voluntary,Manager Relationship,True,2.0,Employee mentioned lack of manager support and communication.
400150,100726,2020-05-19,Voluntary,Manager Relationship,True,5.0,Employee mentioned lack of manager support and communication.
400151,100727,2026-01-17,Voluntary,Career Growth,True,2.0,Employee reported limited advancement opportunities.
400152,100732,2025-11-14,Involuntary,Performance Termination,False,3.0,Employment ended due to sustained performance issues.
400153,100734,2024-07-20,Voluntary,Relocation,True,1.0,Employee moved to another city or country.
400154,100735,2021-03-04,Voluntary,Workload,True,1.0,Employee described workload pressure and burnout risk.
400155,100740,2026-03-30,Voluntary,Poor Culture Fit,True,1.0,Employee felt the culture did not match expectations.
400156,100754,2024-09-29,Involuntary,Performance Termination,False,,Employment ended due to sustained performance issues.
400157,100756,2022-12-30,Voluntary,Better Compensation,True,4.0,Employee cited stronger pay package from another employer.
400158,100763,2026-03-12,Voluntary,Better Compensation,True,5.0,Employee cited stronger pay package from another employer.
400159,100766,2019-11-10,Involuntary,Performance Termination,False,1.0,Employment ended due to sustained performance issues.
400160,100778,2020-04-04,Voluntary,Better Compensation,True,1.0,Employee cited stronger pay package from another employer.
400161,100782,2026-01-29,Voluntary,Career Growth,True,1.0,Employee reported limited advancement opportunities.
400162,100788,2025-04-09,Voluntary,Relocation,True,1.0,Employee moved to another city or country.
400163,100798,2019-06-30,Voluntary,Relocation,True,2.0,Employee moved to another city or country.
400164,100811,2024-11-08,Voluntary,Personal Reasons,True,,Employee left for personal or family reasons.
400165,100812,2018-01-27,Voluntary,Career Growth,True,3.0,Employee reported limited advancement opportunities.
400166,100820,2025-10-11,Voluntary,Better Compensation,True,5.0,Employee cited stronger pay package from another employer.
400167,100822,2025-12-20,Voluntary,Manager Relationship,True,1.0,Employee mentioned lack of manager support and communication.
400168,100825,2019-06-05,Voluntary,Manager Relationship,True,4.0,Employee mentioned lack of manager support and communication.
400169,100828,2022-01-02,Involuntary,Performance Termination,False,3.0,Employment ended due to sustained performance issues.
400170,100829,2017-03-07,Voluntary,Poor Culture Fit,True,2.0,Employee felt the culture did not match expectations.
400171,100836,2026-04-02,Voluntary,Manager Relationship,True,5.0,Employee mentioned lack of manager support and communication.
400172,100848,2024-02-15,Voluntary,Better Compensation,True,,Employee cited stronger pay package from another employer.
400173,100867,2025-05-01,Voluntary,Career Growth,True,4.0,Employee reported limited advancement opportunities.
400174,100870,2024-03-13,Voluntary,Better Compensation,True,5.0,Employee cited stronger pay package from another employer.
400175,100872,2024-04-09,Voluntary,Personal Reasons,True,3.0,Employee left for personal or family reasons.
400176,100873,2024-05-22,Voluntary,Relocation,True,4.0,Employee moved to another city or country.
400177,100898,2025-07-08,Voluntary,Workload,True,5.0,Employee described workload pressure and burnout risk.
400178,100901,2021-03-12,Voluntary,Personal Reasons,True,2.0,Employee left for personal or family reasons.
400179,100907,2020-07-31,Voluntary,Career Growth,True,3.0,Employee reported limited advancement opportunities.
400180,100908,2023-10-06,Voluntary,Relocation,True,,Employee moved to another city or country.
400181,100921,2025-12-05,Voluntary,Manager Relationship,True,4.0,Employee mentioned lack of manager support and communication.
400182,100936,2023-05-19,Voluntary,Manager Relationship,True,4.0,Employee mentioned lack of manager support and communication.
400183,100946,2026-04-10,Voluntary,Better Compensation,True,5.0,Employee cited stronger pay package from another employer.
400184,100949,2023-05-11,Voluntary,Better Compensation,True,4.0,Employee cited stronger pay package from another employer.
400185,100951,2023-11-19,Voluntary,Poor Culture Fit,True,2.0,Employee felt the culture did not match expectations.
400186,100954,2025-09-07,Voluntary,Workload,True,5.0,Employee described workload pressure and burnout risk.
400187,100961,2025-10-03,Voluntary,Poor Culture Fit,True,1.0,Employee felt the culture did not match expectations.
400188,100963,2026-01-29,Voluntary,Career Growth,True,3.0,Employee reported limited advancement opportunities.
400189,100968,2025-07-16,Voluntary,Workload,True,3.0,Employee described workload pressure and burnout risk.
400190,100972,2021-11-15,Voluntary,Personal Reasons,True,3.0,Employee left for personal or family reasons.
400191,100978,2024-04-22,Voluntary,Career Growth,True,,Employee reported limited advancement opportunities.
400192,100989,2023-08-05,Voluntary,Personal Reasons,True,1.0,Employee left for personal or family reasons.
400193,100996,2025-05-25,Voluntary,Workload,True,4.0,Employee described workload pressure and burnout risk.
400194,100999,2019-11-11,Voluntary,Relocation,True,4.0,Employee moved to another city or country.
400195,101003,2023-10-30,Voluntary,Relocation,True,2.0,Employee moved to another city or country.
400196,101008,2024-04-24,Voluntary,Career Growth,True,2.0,Employee reported limited advancement opportunities.
400197,101010,2022-01-27,Voluntary,Career Growth,True,4.0,Employee reported limited advancement opportunities.
400198,101025,2025-11-29,Voluntary,Career Growth,True,,Employee reported limited advancement opportunities.
400199,101032,2025-05-09,Voluntary,Career Growth,True,5.0,Employee reported limited advancement opportunities.
400200,101034,2017-08-03,Voluntary,Better Compensation,True,3.0,Employee cited stronger pay package from another employer.
400201,101038,2026-01-07,Voluntary,Manager Relationship,True,3.0,Employee mentioned lack of manager support and communication.
400202,101053,2024-10-18,Voluntary,Workload,True,2.0,Employee described workload pressure and burnout risk.
400203,101054,2025-12-08,Voluntary,Career Growth,True,4.0,Employee reported limited advancement opportunities.
400204,101057,2024-09-10,Voluntary,Manager Relationship,True,4.0,Employee mentioned lack of manager support and communication.
400205,101065,2019-08-13,Voluntary,Personal Reasons,True,2.0,Employee left for personal or family reasons.
400206,101068,2024-02-01,Involuntary,Performance Termination,False,1.0,Employment ended due to sustained performance issues.
400207,101075,2020-08-12,Voluntary,Career Growth,True,,Employee reported limited advancement opportunities.
400208,101080,2025-10-06,Voluntary,Career Growth,True,3.0,Employee reported limited advancement opportunities.
400209,101101,2021-06-10,Voluntary,Better Compensation,True,2.0,Employee cited stronger pay package from another employer.
400210,101102,2023-04-17,Voluntary,Better Compensation,True,5.0,Employee cited stronger pay package from another employer.
400211,101103,2026-03-17,Voluntary,Career Growth,True,1.0,Employee reported limited advancement opportunities.
400212,101117,2024-12-16,Voluntary,Workload,True,4.0,Employee described workload pressure and burnout risk.
400213,101121,2025-07-20,Voluntary,Workload,True,5.0,Employee described workload pressure and burnout risk.
400214,101125,2019-02-13,Involuntary,Performance Termination,False,1.0,Employment ended due to sustained performance issues.
400215,101128,2025-12-13,Voluntary,Manager Relationship,True,6.0,Employee mentioned lack of manager support and communication.
400216,101130,2022-03-30,Voluntary,Workload,True,2.0,Employee described workload pressure and burnout risk.
400217,101132,2025-05-16,Voluntary,Workload,True,2.0,Employee described workload pressure and burnout risk.
400218,101142,2022-01-17,Voluntary,Personal Reasons,True,3.0,Employee left for personal or family reasons.
400219,101144,2025-06-20,Voluntary,Manager Relationship,True,3.0,Employee mentioned lack of manager support and communication.
400220,101155,2023-05-06,Voluntary,Career Growth,True,4.0,Employee reported limited advancement opportunities.
400221,101157,2026-04-12,Involuntary,Performance Termination,False,1.0,Employment ended due to sustained performance issues.
400222,101179,2023-02-14,Voluntary,Manager Relationship,True,5.0,Employee mentioned lack of manager support and communication.
400223,101183,2024-03-22,Voluntary,Workload,True,2.0,Employee described workload pressure and burnout risk.
400224,101188,2015-11-28,Voluntary,Better Compensation,True,2.0,Employee cited stronger pay package from another employer.
400225,101200,2021-05-17,Voluntary,Career Growth,True,3.0,Employee reported limited advancement opportunities.
400226,101210,2019-01-28,Voluntary,Poor Culture Fit,True,5.0,Employee felt the culture did not match expectations.
400227,101216,2025-01-13,Voluntary,Career Growth,True,3.0,Employee reported limited advancement opportunities.
400228,101224,2026-02-26,Voluntary,Career Growth,True,4.0,Employee reported limited advancement opportunities.
400229,101235,2025-11-05,Voluntary,Manager Relationship,True,1.0,Employee mentioned lack of manager support and communication.
400230,101239,2022-06-14,Voluntary,Career Growth,True,5.0,Employee reported limited advancement opportunities.
400231,101241,2023-12-30,Voluntary,Personal Reasons,True,2.0,Employee left for personal or family reasons.
400232,101251,2025-12-11,Voluntary,Workload,True,3.0,Employee described workload pressure and burnout risk.
400233,101252,2025-08-14,Voluntary,Poor Culture Fit,True,2.0,Employee felt the culture did not match expectations.
400234,101256,2015-06-21,Voluntary,Better Compensation,True,4.0,Employee cited stronger pay package from another employer.
400235,101259,2023-03-13,Involuntary,Performance Termination,False,3.0,Employment ended due to sustained performance issues.
400236,101264,2025-01-05,Voluntary,Manager Relationship,True,5.0,Employee mentioned lack of manager support and communication.
400237,101265,2023-09-05,Voluntary,Workload,True,3.0,Employee described workload pressure and burnout risk.
400238,101266,2022-12-30,Voluntary,Poor Culture Fit,True,1.0,Employee felt the culture did not match expectations.
400239,101272,2021-10-23,Voluntary,Career Growth,True,4.0,Employee reported limited advancement opportunities.
400240,101291,2023-09-24,Voluntary,Career Growth,True,3.0,Employee reported limited advancement opportunities.
400241,101292,2019-02-03,Involuntary,Performance Termination,False,6.0,Employment ended due to sustained performance issues.
400242,101299,2023-04-22,Voluntary,Career Growth,True,1.0,Employee reported limited advancement opportunities.
400243,101300,,Voluntary,Workload,True,4.0,Employee described workload pressure and burnout risk.
400244,101301,2025-01-09,Voluntary,Relocation,True,2.0,Employee moved to another city or country.
400245,101314,2022-08-21,Voluntary,Workload,True,1.0,Employee described workload pressure and burnout risk.
400246,101316,2016-12-23,Voluntary,Career Growth,True,,Employee reported limited advancement opportunities.
400247,101320,2024-04-07,Voluntary,Workload,True,2.0,Employee described workload pressure and burnout risk.
400248,101330,2022-03-06,Involuntary,Performance Termination,False,3.0,Employment ended due to sustained performance issues.
400249,101335,2026-02-09,Voluntary,Poor Culture Fit,True,2.0,Employee felt the culture did not match expectations.
400250,101345,2025-01-17,Voluntary,Better Compensation,True,4.0,Employee cited stronger pay package from another employer.
400251,101351,2026-03-03,Voluntary,Poor Culture Fit,True,4.0,Employee felt the culture did not match expectations.
400252,101352,2024-11-09,Voluntary,Better Compensation,True,4.0,Employee cited stronger pay package from another employer.
400253,101356,2021-02-15,Voluntary,Personal Reasons,True,5.0,Employee left for personal or family reasons.
400254,101359,2026-03-02,Voluntary,Better Compensation,True,5.0,Employee cited stronger pay package from another employer.
400255,101377,2026-08-01,Involuntary,Performance Termination,False,5.0,Employment ended due to sustained performance issues.
400256,101378,2024-08-16,Voluntary,Manager Relationship,True,1.0,Employee mentioned lack of manager support and communication.
400257,101379,2024-08-31,Involuntary,Performance Termination,False,4.0,Employment ended due to sustained performance issues.
400258,101384,2026-02-27,Voluntary,Career Growth,True,5.0,Employee reported limited advancement opportunities.
400259,101390,2022-10-12,Voluntary,Better Compensation,True,3.0,Employee cited stronger pay package from another employer.
400260,101392,2024-12-02,Voluntary,Workload,True,1.0,Employee described workload pressure and burnout risk.
400261,101407,2025-03-12,Voluntary,Workload,True,4.0,Employee described workload pressure and burnout risk.
400262,101413,2025-03-06,Voluntary,Personal Reasons,True,4.0,Employee left for personal or family reasons.
400263,101414,2015-06-29,Voluntary,Personal Reasons,True,1.0,Employee left for personal or family reasons.
400264,101416,2024-11-26,Voluntary,Personal Reasons,True,1.0,Employee left for personal or family reasons.
400265,101417,2025-10-02,Voluntary,Personal Reasons,True,6.0,Employee left for personal or family reasons.
400266,101421,2025-10-21,Voluntary,Manager Relationship,True,,Employee mentioned lack of manager support and communication.
400267,101424,2025-06-13,Voluntary,Better Compensation,True,4.0,Employee cited stronger pay package from another employer.
400268,101425,2021-09-03,Voluntary,Personal Reasons,True,,Employee left for personal or family reasons.
400269,101426,2026-01-26,Voluntary,Poor Culture Fit,True,,Employee felt the culture did not match expectations.
400270,101428,2024-10-11,Involuntary,Performance Termination,False,1.0,Employment ended due to sustained performance issues.
400271,101432,2023-08-11,Voluntary,Personal Reasons,True,4.0,Employee left for personal or family reasons.
400272,101434,2023-03-28,Voluntary,Manager Relationship,True,5.0,Employee mentioned lack of manager support and communication.
400273,101439,2026-03-08,Voluntary,Personal Reasons,True,3.0,Employee left for personal or family reasons.
400274,101446,2026-01-10,Voluntary,Career Growth,True,5.0,Employee reported limited advancement opportunities.
400275,101454,2023-08-30,Voluntary,Career Growth,True,3.0,Employee reported limited advancement opportunities.
400276,101455,2023-12-05,Voluntary,Personal Reasons,True,5.0,Employee left for personal or family reasons.
400277,101460,2019-01-17,Voluntary,Workload,True,3.0,Employee described workload pressure and burnout risk.
400278,101462,2024-09-12,Voluntary,Manager Relationship,True,4.0,Employee mentioned lack of manager support and communication.
400279,101465,,Voluntary,Manager Relationship,True,4.0,Employee mentioned lack of manager support and communication.
400280,101470,2024-09-27,Voluntary,Manager Relationship,True,5.0,Employee mentioned lack of manager support and communication.
400281,101471,2023-03-05,Voluntary,Career Growth,True,1.0,Employee reported limited advancement opportunities.
400282,101478,2026-01-02,Voluntary,Poor Culture Fit,True,,Employee felt the culture did not match expectations.
400283,101480,2025-06-16,Involuntary,Performance Termination,False,2.0,Employment ended due to sustained performance issues.
400284,101485,2025-08-20,Voluntary,Personal Reasons,True,5.0,Employee left for personal or family reasons.
400285,101489,2021-03-04,Involuntary,Performance Termination,False,4.0,Employment ended due to sustained performance issues.
400286,101491,2026-04-13,Voluntary,Better Compensation,True,6.0,Employee cited stronger pay package from another employer.
400287,101492,2024-08-25,Involuntary,Performance Termination,False,3.0,Employment ended due to sustained performance issues.
400288,101504,2023-02-06,Voluntary,Better Compensation,True,3.0,Employee cited stronger pay package from another employer.
400289,101516,2018-11-22,Voluntary,Poor Culture Fit,True,4.0,Employee felt the culture did not match expectations.
400290,101518,2020-11-06,Voluntary,Workload,True,5.0,Employee described workload pressure and burnout risk.
400291,101519,2022-10-23,Voluntary,Better Compensation,True,1.0,Employee cited stronger pay package from another employer.
